CONSTRAINTID,version_key,direction,EFFECTIVEDATE,VERSIONNO,ic_factor,LIMITTYPE,DESCRIPTION,applicable_intervals,binding_intervals,near_binding_intervals,near_setting_intervals,leading_intervals,mean_abs_marginal_value,min_ic_slack_mw,median_ic_slack_mw,constraint_sets,invoked_sets
#R032280_006_RAMP_F,#R032280_006_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.145,Thermal,"Hard Ramping constraint for constraint N>>BWMP_81_31, Effective Date: 15/01/2025, Version: 1",13,0,0,0,0,0.0,23753.558,24929.786689655175,#R032280_RAMP,#R032280_RAMP
#R032280_006_RAMP_V,#R032280_006_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.145,Thermal,"Soft Ramping constraint for constraint N>>BWMP_81_31, Effective Date: 15/01/2025, Version: 1",13,0,0,0,0,0.0,23753.558,24929.786689655175,#R032280_RAMP,#R032280_RAMP
#R032280_007_RAMP_F,#R032280_007_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.118,Thermal,"Hard Ramping constraint for constraint N>>BWMP_81_82, Effective Date: 15/01/2025, Version: 1",13,0,0,0,0,0.0,24732.552796610173,26176.05915254238,#R032280_RAMP,#R032280_RAMP
#R032280_007_RAMP_V,#R032280_007_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.118,Thermal,"Soft Ramping constraint for constraint N>>BWMP_81_82, Effective Date: 15/01/2025, Version: 1",13,0,0,0,0,0.0,24732.552796610173,26176.05915254238,#R032280_RAMP,#R032280_RAMP
#R032280_008_RAMP_F,#R032280_008_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.118,Thermal,"Hard Ramping constraint for constraint N>>BWMP_82_81, Effective Date: 15/01/2025, Version: 1",13,0,0,0,0,0.0,29429.80677966102,30859.816779661018,#R032280_RAMP,#R032280_RAMP
#R032280_008_RAMP_V,#R032280_008_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.118,Thermal,"Soft Ramping constraint for constraint N>>BWMP_82_81, Effective Date: 15/01/2025, Version: 1",13,0,0,0,0,0.0,29429.80677966102,30859.816779661018,#R032280_RAMP,#R032280_RAMP
#R032281_001_RAMP_F,#R032281_001_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.666,Thermal,"Hard Ramping constraint for constraint N>>BYMP_11_17, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,4435.031156156156,4475.97963963964,#R032281_RAMP,#R032281_RAMP
#R032281_001_RAMP_V,#R032281_001_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.666,Thermal,"Soft Ramping constraint for constraint N>>BYMP_11_17, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,4435.031156156156,4475.97963963964,#R032281_RAMP,#R032281_RAMP
#R032281_002_RAMP_F,#R032281_002_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.694,Thermal,"Hard Ramping constraint for constraint N>>BYMP_17_11, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,4509.402363112392,4553.48097982709,#R032281_RAMP,#R032281_RAMP
#R032281_002_RAMP_V,#R032281_002_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.694,Thermal,"Soft Ramping constraint for constraint N>>BYMP_17_11, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,4509.402363112392,4553.48097982709,#R032281_RAMP,#R032281_RAMP
#R032281_003_RAMP_F,#R032281_003_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.935,Thermal,"Hard Ramping constraint for constraint N>>BYMP_39_11, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3017.5804705882356,3122.5899999999992,#R032281_RAMP,#R032281_RAMP
#R032281_003_RAMP_V,#R032281_003_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.935,Thermal,"Soft Ramping constraint for constraint N>>BYMP_39_11, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3017.5804705882356,3122.5899999999992,#R032281_RAMP,#R032281_RAMP
#R032281_004_RAMP_F,#R032281_004_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.0955,Thermal,"Hard Ramping constraint for constraint N>>BYMP_998_5A7, Effective Date: 18/03/2025, Version: 1",13,0,0,0,0,0.0,4208.660837696335,4613.928795811518,#R032281_RAMP,#R032281_RAMP
#R032281_004_RAMP_V,#R032281_004_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.0955,Thermal,"Soft Ramping constraint for constraint N>>BYMP_998_5A7, Effective Date: 18/03/2025, Version: 1",13,0,0,0,0,0.0,4208.660837696335,4613.928795811518,#R032281_RAMP,#R032281_RAMP
#R032282_001_RAMP_F,#R032282_001_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Hard Ramping constraint for constraint N::V_DPWG_BWSW, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1189.97583,1231.0775800000001,#R032282_RAMP,#R032282_RAMP
#R032282_001_RAMP_V,#R032282_001_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Soft Ramping constraint for constraint N::V_DPWG_BWSW, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1189.97583,1231.0775800000001,#R032282_RAMP,#R032282_RAMP
#R032282_002_RAMP_F,#R032282_002_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Hard Ramping constraint for constraint N::V_DPWG_MSDD, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1335.36775,1381.87288,#R032282_RAMP,#R032282_RAMP
#R032282_002_RAMP_V,#R032282_002_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Soft Ramping constraint for constraint N::V_DPWG_MSDD, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1335.36775,1381.87288,#R032282_RAMP,#R032282_RAMP
#R032282_003_RAMP_F,#R032282_003_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Hard Ramping constraint for constraint N::V_DPWG_UTMS, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1128.0021800000002,1169.44658,#R032282_RAMP,#R032282_RAMP
#R032282_003_RAMP_V,#R032282_003_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Soft Ramping constraint for constraint N::V_DPWG_UTMS, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1128.0021800000002,1169.44658,#R032282_RAMP,#R032282_RAMP
#R032282_004_RAMP_F,#R032282_004_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Hard Ramping constraint for constraint N:V_DPWG_BWRG, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1194.91891,1235.07023,#R032282_RAMP,#R032282_RAMP
#R032282_004_RAMP_V,#R032282_004_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Soft Ramping constraint for constraint N:V_DPWG_BWRG, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1194.91891,1235.07023,#R032282_RAMP,#R032282_RAMP
#R032282_005_RAMP_F,#R032282_005_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Hard Ramping constraint for constraint N:V_DPWG_BYYS, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1077.20741,1118.58634,#R032282_RAMP,#R032282_RAMP
#R032282_005_RAMP_V,#R032282_005_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Soft Ramping constraint for constraint N:V_DPWG_BYYS, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1077.20741,1118.58634,#R032282_RAMP,#R032282_RAMP
#R032282_006_RAMP_F,#R032282_006_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.826,Thermal,"Hard Ramping constraint for constraint N>>V-DPWG_C, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,975.9588014527845,1026.0891162227601,#R032282_RAMP,#R032282_RAMP
#R032282_006_RAMP_V,#R032282_006_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.826,Thermal,"Soft Ramping constraint for constraint N>>V-DPWG_C, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,975.9588014527845,1026.0891162227601,#R032282_RAMP,#R032282_RAMP
#R032282_007_RAMP_F,#R032282_007_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.82,Thermal,"Hard Ramping constraint for constraint N>>V-DPWG_D, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,1038.5261097560976,1089.0156829268294,#R032282_RAMP,#R032282_RAMP
#R032282_007_RAMP_V,#R032282_007_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.82,Thermal,"Soft Ramping constraint for constraint N>>V-DPWG_D, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,1038.5261097560976,1089.0156829268294,#R032282_RAMP,#R032282_RAMP
#R032282_050_RAMP_F,#R032282_050_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.829,Thermal,"Hard Ramping constraint for constraint V>>N-DPWG_A, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,1848.546369119421,2019.693618817853,#R032282_RAMP,#R032282_RAMP
#R032282_050_RAMP_V,#R032282_050_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.829,Thermal,"Soft Ramping constraint for constraint V>>N-DPWG_A, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,1848.546369119421,2019.693618817853,#R032282_RAMP,#R032282_RAMP
#R032282_051_RAMP_F,#R032282_051_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.822,Thermal,"Hard Ramping constraint for constraint V>>N-DPWG_B, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,1921.0688564476884,2093.140620437956,#R032282_RAMP,#R032282_RAMP
#R032282_051_RAMP_V,#R032282_051_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.822,Thermal,"Soft Ramping constraint for constraint V>>N-DPWG_B, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,1921.0688564476884,2093.140620437956,#R032282_RAMP,#R032282_RAMP
#R032282_052_RAMP_F,#R032282_052_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,1.0,Thermal,"Hard Ramping constraint for constraint V>>N-DPWG_J, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,2106.53063,2259.11335,#R032282_RAMP,#R032282_RAMP
#R032282_052_RAMP_V,#R032282_052_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,1.0,Thermal,"Soft Ramping constraint for constraint V>>N-DPWG_J, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,2106.53063,2259.11335,#R032282_RAMP,#R032282_RAMP
#R032282_053_RAMP_F,#R032282_053_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.851,Thermal,"Hard Ramping constraint for constraint V>>N-DPWG_K, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,2529.43696827262,2682.019694477086,#R032282_RAMP,#R032282_RAMP
#R032282_053_RAMP_V,#R032282_053_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.851,Thermal,"Soft Ramping constraint for constraint V>>N-DPWG_K, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,2529.43696827262,2682.019694477086,#R032282_RAMP,#R032282_RAMP
#R032282_054_RAMP_F,#R032282_054_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.877,Thermal,"Hard Ramping constraint for constraint V>>V-DPWG_01X, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,1177.860478905359,1238.910102622577,#R032282_RAMP,#R032282_RAMP
#R032282_054_RAMP_V,#R032282_054_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.877,Thermal,"Soft Ramping constraint for constraint V>>V-DPWG_01X, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,1177.860478905359,1238.910102622577,#R032282_RAMP,#R032282_RAMP
#R032282_055_RAMP_F,#R032282_055_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.8771,Thermal,"Hard Ramping constraint for constraint V>>V-DPWG_01X_SIPS, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,1511.308653517273,1572.345924067951,#R032282_RAMP,#R032282_RAMP
#R032282_055_RAMP_V,#R032282_055_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.8771,Thermal,"Soft Ramping constraint for constraint V>>V-DPWG_01X_SIPS, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,1511.308653517273,1572.345924067951,#R032282_RAMP,#R032282_RAMP
#R032282_056_RAMP_F,#R032282_056_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.877,Thermal,"Hard Ramping constraint for constraint V>>V-DPWG_02X, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,1188.627434435576,1249.6770581527937,#R032282_RAMP,#R032282_RAMP
#R032282_056_RAMP_V,#R032282_056_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.877,Thermal,"Soft Ramping constraint for constraint V>>V-DPWG_02X, Effective Date: 01/11/2024, Version: 1",13,0,0,0,0,0.0,1188.627434435576,1249.6770581527937,#R032282_RAMP,#R032282_RAMP
#R032282_057_RAMP_F,#R032282_057_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.8771,Thermal,"Hard Ramping constraint for constraint V>>V-DPWG_02X_SIPS, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,1511.9887698095997,1573.0260403602783,#R032282_RAMP,#R032282_RAMP
#R032282_057_RAMP_V,#R032282_057_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.8771,Thermal,"Soft Ramping constraint for constraint V>>V-DPWG_02X_SIPS, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,1511.9887698095997,1573.0260403602783,#R032282_RAMP,#R032282_RAMP
#R032282_058_RAMP_F,#R032282_058_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.249,Voltage Stability,"Hard Ramping constraint for constraint V^^N_DPWG_1, Effective Date: 05/09/2024, Version: 1",13,0,0,0,0,0.0,782.8291164658635,851.856064257028,#R032282_RAMP,#R032282_RAMP
#R032282_058_RAMP_V,#R032282_058_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.249,Voltage Stability,"Soft Ramping constraint for constraint V^^N_DPWG_1, Effective Date: 05/09/2024, Version: 1",13,0,0,0,0,0.0,782.8291164658635,851.856064257028,#R032282_RAMP,#R032282_RAMP
#R032285_001_RAMP_F,#R032285_001_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Hard Ramping constraint for constraint N::V_DPWG_BWSW, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1189.97583,1231.0775800000001,#R032285_RAMP,#R032285_RAMP
#R032285_001_RAMP_V,#R032285_001_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Soft Ramping constraint for constraint N::V_DPWG_BWSW, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1189.97583,1231.0775800000001,#R032285_RAMP,#R032285_RAMP
#R032285_002_RAMP_F,#R032285_002_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Hard Ramping constraint for constraint N::V_DPWG_MSDD, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1335.36775,1381.87288,#R032285_RAMP,#R032285_RAMP
#R032285_002_RAMP_V,#R032285_002_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Soft Ramping constraint for constraint N::V_DPWG_MSDD, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1335.36775,1381.87288,#R032285_RAMP,#R032285_RAMP
#R032285_003_RAMP_F,#R032285_003_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Hard Ramping constraint for constraint N::V_DPWG_UTMS, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1128.0021800000002,1169.44658,#R032285_RAMP,#R032285_RAMP
#R032285_003_RAMP_V,#R032285_003_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Soft Ramping constraint for constraint N::V_DPWG_UTMS, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1128.0021800000002,1169.44658,#R032285_RAMP,#R032285_RAMP
#R032285_004_RAMP_F,#R032285_004_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Hard Ramping constraint for constraint N::V_JNWO, Effective Date: 02/09/2024, Version: 1",13,0,0,0,0,0.0,1175.53078,1216.7921900000001,#R032285_RAMP,#R032285_RAMP
#R032285_004_RAMP_V,#R032285_004_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Soft Ramping constraint for constraint N::V_JNWO, Effective Date: 02/09/2024, Version: 1",13,0,0,0,0,0.0,1175.53078,1216.7921900000001,#R032285_RAMP,#R032285_RAMP
#R032285_005_RAMP_F,#R032285_005_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Hard Ramping constraint for constraint N:V_DPWG_BWRG, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1194.91891,1235.07023,#R032285_RAMP,#R032285_RAMP
#R032285_005_RAMP_V,#R032285_005_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Soft Ramping constraint for constraint N:V_DPWG_BWRG, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1194.91891,1235.07023,#R032285_RAMP,#R032285_RAMP
#R032285_006_RAMP_F,#R032285_006_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Hard Ramping constraint for constraint N:V_DPWG_BYYS, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1077.20741,1118.58634,#R032285_RAMP,#R032285_RAMP
#R032285_006_RAMP_V,#R032285_006_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Transient Stability,"Soft Ramping constraint for constraint N:V_DPWG_BYYS, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,1077.20741,1118.58634,#R032285_RAMP,#R032285_RAMP
#R032285_007_RAMP_F,#R032285_007_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.789,Thermal,"Hard Ramping constraint for constraint N>>060_07_03, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,3555.605804816223,3708.459873257287,#R032285_RAMP,#R032285_RAMP
#R032285_007_RAMP_V,#R032285_007_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.789,Thermal,"Soft Ramping constraint for constraint N>>060_07_03, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,3555.605804816223,3708.459873257287,#R032285_RAMP,#R032285_RAMP
#R032285_008_RAMP_F,#R032285_008_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.904,Thermal,"Hard Ramping constraint for constraint N>>060_07_1, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,3487.6373451327436,3641.0555641592923,#R032285_RAMP,#R032285_RAMP
#R032285_008_RAMP_V,#R032285_008_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.904,Thermal,"Soft Ramping constraint for constraint N>>060_07_1, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,3487.6373451327436,3641.0555641592923,#R032285_RAMP,#R032285_RAMP
#R032285_009_RAMP_F,#R032285_009_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.926,Thermal,"Hard Ramping constraint for constraint N>>060_1_07, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,3387.36510799136,3540.830043196544,#R032285_RAMP,#R032285_RAMP
#R032285_009_RAMP_V,#R032285_009_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.926,Thermal,"Soft Ramping constraint for constraint N>>060_1_07, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,3387.36510799136,3540.830043196544,#R032285_RAMP,#R032285_RAMP
#R032285_010_RAMP_F,#R032285_010_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.847,Thermal,"Hard Ramping constraint for constraint N>>060_1_6X, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,3474.4973317591503,3627.546233766234,#R032285_RAMP,#R032285_RAMP
#R032285_010_RAMP_V,#R032285_010_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,0.847,Thermal,"Soft Ramping constraint for constraint N>>060_1_6X, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,3474.4973317591503,3627.546233766234,#R032285_RAMP,#R032285_RAMP
#R032285_011_RAMP_F,#R032285_011_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.692,Thermal,"Hard Ramping constraint for constraint N>>060_9_03, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,1424.8337861271677,1463.9562572254335,#R032285_RAMP,#R032285_RAMP
#R032285_011_RAMP_V,#R032285_011_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.692,Thermal,"Soft Ramping constraint for constraint N>>060_9_03, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,1424.8337861271677,1463.9562572254335,#R032285_RAMP,#R032285_RAMP
#R032285_012_RAMP_F,#R032285_012_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.664,Thermal,"Hard Ramping constraint for constraint N>>060_9_2, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,1631.9630421686747,1671.2046837349399,#R032285_RAMP,#R032285_RAMP
#R032285_012_RAMP_V,#R032285_012_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.664,Thermal,"Soft Ramping constraint for constraint N>>060_9_2, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,1631.9630421686747,1671.2046837349399,#R032285_RAMP,#R032285_RAMP
#R032285_013_RAMP_F,#R032285_013_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.999,Thermal,"Hard Ramping constraint for constraint N>>V-060_65_03, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,1223.664044044044,1265.56002002002,#R032285_RAMP,#R032285_RAMP
#R032285_013_RAMP_V,#R032285_013_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.999,Thermal,"Soft Ramping constraint for constraint N>>V-060_65_03, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,1223.664044044044,1265.56002002002,#R032285_RAMP,#R032285_RAMP
#R032285_014_RAMP_F,#R032285_014_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.999,Thermal,"Hard Ramping constraint for constraint N>>V-060_65_07, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,1253.1282282282282,1294.50003003003,#R032285_RAMP,#R032285_RAMP
#R032285_014_RAMP_V,#R032285_014_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.999,Thermal,"Soft Ramping constraint for constraint N>>V-060_65_07, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,1253.1282282282282,1294.50003003003,#R032285_RAMP,#R032285_RAMP
#R032285_015_RAMP_F,#R032285_015_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.999,Thermal,"Hard Ramping constraint for constraint N>>V-060_65_64, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,1410.5484984984982,1452.3796596596596,#R032285_RAMP,#R032285_RAMP
#R032285_015_RAMP_V,#R032285_015_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.999,Thermal,"Soft Ramping constraint for constraint N>>V-060_65_64, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,1410.5484984984982,1452.3796596596596,#R032285_RAMP,#R032285_RAMP
#R032285_016_RAMP_F,#R032285_016_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.999,Thermal,"Hard Ramping constraint for constraint N>>V-060_65_6X, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,1516.657927927928,1557.8143143143143,#R032285_RAMP,#R032285_RAMP
#R032285_016_RAMP_V,#R032285_016_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.999,Thermal,"Soft Ramping constraint for constraint N>>V-060_65_6X, Effective Date: 11/12/2024, Version: 1",13,0,0,0,0,0.0,1516.657927927928,1557.8143143143143,#R032285_RAMP,#R032285_RAMP
#R032285_017_RAMP_F,#R032285_017_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.999,Thermal,"Hard Ramping constraint for constraint N>>V_060_65_66_S, Effective Date: 14/03/2025, Version: 1",13,0,0,0,0,0.0,505.4796796796797,547.0766466466467,#R032285_RAMP,#R032285_RAMP
#R032285_017_RAMP_V,#R032285_017_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-0.999,Thermal,"Soft Ramping constraint for constraint N>>V_060_65_66_S, Effective Date: 14/03/2025, Version: 1",13,0,0,0,0,0.0,505.4796796796797,547.0766466466467,#R032285_RAMP,#R032285_RAMP
#R032285_018_RAMP_F,#R032285_018_RAMP_F|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Voltage Stability,"Hard Ramping constraint for constraint N^^V_DDWG, Effective Date: 07/02/2025, Version: 1",13,0,0,0,0,0.0,63.49221,90.0,#R032285_RAMP,#R032285_RAMP
#R032285_018_RAMP_V,#R032285_018_RAMP_V|2025-03-18 00:00:00|1,lower,2025-03-18,1,-1.0,Voltage Stability,"Soft Ramping constraint for constraint N^^V_DDWG, Effective Date: 07/02/2025, Version: 1",13,0,0,0,0,0.0,63.49221,90.0,#R032285_RAMP,#R032285_RAMP
#R032285_064_RAMP_F,#R032285_064_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,1.0,Transient Stability,"Hard Ramping constraint for constraint V::N_DDWG_O1, Effective Date: 31/10/2024, Version: 1",13,0,0,0,0,0.0,10815.12231,10858.58134,#R032285_RAMP,#R032285_RAMP
#R032285_064_RAMP_V,#R032285_064_RAMP_V|2025-03-18 00:00:00|1,upper,2025-03-18,1,1.0,Transient Stability,"Soft Ramping constraint for constraint V::N_DDWG_O1, Effective Date: 31/10/2024, Version: 1",13,0,0,0,0,0.0,10815.12231,10858.58134,#R032285_RAMP,#R032285_RAMP
#R032285_065_RAMP_F,#R032285_065_RAMP_F|2025-03-18 00:00:00|1,upper,2025-03-18,1,1.0,Transient Stability,"Hard Ramping constraint for constraint V::N_DDWG_O2, Effective Date: 31/10/2024, Version: 1",13,0,0,0,0,0.0,709.38231,752.84134,#R032285_RAMP,#R032285_RAMP
