event_id,constraint,version_key,equation,description,limit_type,exact_version,Z_note
QNI-lower-20250205T1710,Q^^N_NIL_SRAR,Q^^N_NIL_SRAR|2022-09-20|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250304T0845,N>>17_39_11,N>>17_39_11|2024-10-30|2,-0.246 * F_VIC_to_NSW +0.986 * P[NAL11C] +0.93 * P[NBA21B] +0.262 * P[NBAY1] +0.262 * P[NBAY2] +0.364 * P[NBAY3] +0.364 * P[NBAY4] +0.929 * P[NBB21B] +0.488 * P[NBES1B] +0.987 * P[NBK11B] +0.987 * P[NBKB3B] +0.987 * P[NBKW1S] +0.987 * P[NBL21L] +0.974 * P[NBLW8] +0.492 * P[NBOD1B] +0.987 * P[NBSF1L] +0.987 * P[NBSF2S] +0.479 * P[NCDS1C] +0.998 * P[NCKW1C] +0.0855 * P[NCLG1D] +0.0855 * P[NCLG2D] +0.0855 * P[NCLG3D] +0.0855 * P[NCLG4D] +0.985 * P[NCLS1C] +0.995 * P[NCLW1C] +0.991 * P[NCMA3B] +0.998 * P[NCW31C] +0.993 * P[NCWF2W] +0.985 * P[NDNH1H] +0.985 * P[NDNS1D] +0.999 * P[NDT13T] +0.999 * P[NDTB1T] +0.108 * P[NEPS1] +0.108 * P[NEPS2] +0.106 * P[NEPS3] +0.106 * P[NEPS4] +0.671 * P[NFBS1J] +0.985 * P[NFNS1F] +0.25 * P[NGNE1G] +0.997 * P[NGUR1G] +0.997 * P[NGUR2G] +0.997 * P[NGUR3G] +0.989 * P[NGUT8] +0.986 * P[NHUM] -0.99 * P[NLTS3] +0.99 * P[NLTS8] +0.535 * P[NMLS1M] +0.511 * P[NMOS1M] +1 * P[NMR22T] +0.247 * P[NMR41M] +0.475 * P[NMTP1] +0.475 * P[NMTP2] +0.244 * P[NMTZ1M] +0.0855 * P[NMWB1W] +0.124 * P[NNEE1H] +0.984 * P[NNRN1A] +0.491 * P[NONF1F] +0.611 * P[NPG11P] +0.611 * P[NPG12G] +0.991 * P[NQBB3Q] +0.991 * P[NQBC3C] +0.993 * P[NRPK1R] +0.985 * P[NRB23R] +0.985 * P[NRBB3R] +0.985 * P[NRDP3D] +0.246 * P[NSAP1S] +0.997 * P[NSHL] -0.997 * P[NSHP1] +0.477 * P[NSTB1S] +0.477 * P[NSTU1S] +0.984 * P[NURQ1U] +0.984 * P[NURQ2U] +0.984 * P[NURQ3U] +0.984 * P[NURQ4U] +0.247 * P[NURR1N] +0.247 * P[NURR2N] +0.99 * P[NUTS8] +0.0928 * P[NVPP5] +0.0928 * P[NVPP6] +0.983 * P[NWGG1W] +0.983 * P[NWGJ1J] +0.983 * P[NWGJ2S] +0.983 * P[NWGJ3W] +0.983 * P[NWGJ4W] +0.983 * P[NWGS1B] +0.987 * P[NWL21W] +0.494 * P[NWL82N] +0.987 * P[NWLA1W] +0.484 * P[NWLN1W] +0.494 * P[NWLS3N] +0.494 * P[NWLS4W] +0.507 * P[NWLW1S] +0.473 * P[NWOW1W] +0.244 * P[NWRK1W] +0.244 * P[NWRK2W] +0.963 * P[NYS12A] -0.241 * F[N-Q-MNSP1] +0.988 * F[VIC1-NSW1] + Z_unrepresented <= RHS(t),"Out= Avon-Macarthur (17) 330kV line or Kemps Creek-Macarthur (37) 330kV  line, avoid O/L Bannaby to Sydney West (39) 330kV line on trip of Dapto to Sydney South (11) 330kV line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250304T0845,N>>LDTM_964_81_OPEN,N>>LDTM_964_81_OPEN|2024-10-30|1,-0.701 * F_VIC_to_NSW +0.186 * P[NBAY1] +0.186 * P[NBAY2] +0.151 * P[NBAY3] +0.151 * P[NBAY4] +0.078 * P[NBES1B] +0.0806 * P[NBOD1B] +0.0716 * P[NCDS1C] -0.0842 * P[NCLG1D] -0.0842 * P[NCLG2D] -0.0842 * P[NCLG3D] -0.0842 * P[NCLG4D] -0.109 * P[NEPS1] -0.109 * P[NEPS2] +0.528 * P[NGNE1G] +0.0724 * P[NMLS1M] +0.0738 * P[NMOS1M] +0.676 * P[NMR41M] +0.846 * P[NMTZ1M] -0.0842 * P[NMWB1W] -0.189 * P[NNEE1H] +0.0719 * P[NONF1F] +0.701 * P[NSAP1S] +0.0976 * P[NSTB1S] +0.0976 * P[NSTU1S] +0.672 * P[NURR1N] +0.672 * P[NURR2N] -0.0928 * P[NVPP5] -0.0928 * P[NVPP6] +0.082 * P[NWL82N] +0.086 * P[NWLN1W] +0.082 * P[NWLS3N] +0.082 * P[NWLS4W] +0.0805 * P[NWLW1S] +0.106 * P[NWOW1W] +0.827 * P[NWRK1W] +0.827 * P[NWRK2W] -1 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out = Liddell to Tomago (82) with Singleton-Kurri 132kV open, avoid O/L Port Macquarie to Herron Creek Tee (964/2) on trip of Liddell to Newcastle (81) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250421T1130,Q::N_8C8J_AR_2LG_N-2,Q::N_8C8J_AR_2LG_N-2|2022-09-02|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250421T1130,N>>NIL_85_86_S,N>>NIL_85_86_S|2024-12-19|1,-0.986 * F_VIC_to_NSW +0.455 * P[NMR41M] +0.947 * P[NMTZ1M] +0.987 * P[NSAP1S] +1 * P[NURR1N] +1 * P[NURR2N] +0.839 * P[NWRK1W] +0.839 * P[NWRK2W] -0.925 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Uralla to Tamworth (85) on trip of Armidale to Tamworth (86) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250513T1715,F_Q++8C_L5,F_Q++8C_L5|2023-03-14|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250513T1715,F_Q++8C_L6,F_Q++8C_L6|2023-03-14|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250513T1715,F_STHN++8C_R60,F_STHN++8C_R60|2023-03-14|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250517T1210,Q^^N_NIL_SRAR,Q^^N_NIL_SRAR|2022-09-20|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250517T1210,N>>NIL_85_86_S,N>>NIL_85_86_S|2024-12-19|1,-0.986 * F_VIC_to_NSW +0.455 * P[NMR41M] +0.947 * P[NMTZ1M] +0.987 * P[NSAP1S] +1 * P[NURR1N] +1 * P[NURR2N] +0.839 * P[NWRK1W] +0.839 * P[NWRK2W] -0.925 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Uralla to Tamworth (85) on trip of Armidale to Tamworth (86) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250519T0640,Q^^N_NIL_SRAR,Q^^N_NIL_SRAR|2022-09-20|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250519T0640,N::V_MNYS_MSDD,N::V_MNYS_MSDD|2021-01-12|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250519T0640,QN+RAISE_NIL,QN+RAISE_NIL|2025-03-27|1,-1 * F_VIC_to_NSW + Z_unrepresented <= RHS(t),"Out=Nil, limit Qld to NSW on QNI considering Qld Raise FCAS enablement, for loss of a NSW 750 MW unit",Other,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250603T0040,Q::N_8C8J_AR_2LG_N-2,Q::N_8C8J_AR_2LG_N-2|2022-09-02|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250603T0040,Q^^N_NIL_SRAR,Q^^N_NIL_SRAR|2022-09-20|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250612T1910,Q^^N_NIL_SRAR,Q^^N_NIL_SRAR|2022-09-20|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250612T1910,QN+RAISE_NIL,QN+RAISE_NIL|2025-03-27|1,-1 * F_VIC_to_NSW + Z_unrepresented <= RHS(t),"Out=Nil, limit Qld to NSW on QNI considering Qld Raise FCAS enablement, for loss of a NSW 750 MW unit",Other,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250612T1925,Q^^N_NIL_SRAR,Q^^N_NIL_SRAR|2022-09-20|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250612T1925,QN+RAISE_NIL,QN+RAISE_NIL|2025-03-27|1,-1 * F_VIC_to_NSW + Z_unrepresented <= RHS(t),"Out=Nil, limit Qld to NSW on QNI considering Qld Raise FCAS enablement, for loss of a NSW 750 MW unit",Other,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250612T1950,QN+RAISE_NIL,QN+RAISE_NIL|2025-03-27|1,-1 * F_VIC_to_NSW + Z_unrepresented <= RHS(t),"Out=Nil, limit Qld to NSW on QNI considering Qld Raise FCAS enablement, for loss of a NSW 750 MW unit",Other,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250614T1035,N>>NIL_86_85_S,N>>NIL_86_85_S|2024-12-19|1,-0.999 * F_VIC_to_NSW +0.461 * P[NMR41M] +0.959 * P[NMTZ1M] +1 * P[NSAP1S] +1 * P[NURR1N] +1 * P[NURR2N] +0.85 * P[NWRK1W] +0.85 * P[NWRK2W] -0.937 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Armidale to Tamworth (86) on trip of Uralla to Tamworth (85) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250614T1035,N>>NIL_964_88_S,N>>NIL_964_88_S|2024-12-19|1,-0.742 * F_VIC_to_NSW +0.593 * P[NGNE1G] +0.72 * P[NMR41M] +0.867 * P[NMTZ1M] -0.0907 * P[NNEE1H] +0.742 * P[NSAP1S] +0.717 * P[NURR1N] +0.717 * P[NURR2N] +0.851 * P[NWRK1W] +0.851 * P[NWRK2W] -1 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Port Macquarie to Herons Creek Tee (964/2) on trip of Tamworth to Muswellbrook (88) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250614T1035,N>>LDTM_964_81_OPEN,N>>LDTM_964_81_OPEN|2024-10-30|1,-0.701 * F_VIC_to_NSW +0.186 * P[NBAY1] +0.186 * P[NBAY2] +0.151 * P[NBAY3] +0.151 * P[NBAY4] +0.078 * P[NBES1B] +0.0806 * P[NBOD1B] +0.0716 * P[NCDS1C] -0.0842 * P[NCLG1D] -0.0842 * P[NCLG2D] -0.0842 * P[NCLG3D] -0.0842 * P[NCLG4D] -0.109 * P[NEPS1] -0.109 * P[NEPS2] +0.528 * P[NGNE1G] +0.0724 * P[NMLS1M] +0.0738 * P[NMOS1M] +0.676 * P[NMR41M] +0.846 * P[NMTZ1M] -0.0842 * P[NMWB1W] -0.189 * P[NNEE1H] +0.0719 * P[NONF1F] +0.701 * P[NSAP1S] +0.0976 * P[NSTB1S] +0.0976 * P[NSTU1S] +0.672 * P[NURR1N] +0.672 * P[NURR2N] -0.0928 * P[NVPP5] -0.0928 * P[NVPP6] +0.082 * P[NWL82N] +0.086 * P[NWLN1W] +0.082 * P[NWLS3N] +0.082 * P[NWLS4W] +0.0805 * P[NWLW1S] +0.106 * P[NWOW1W] +0.827 * P[NWRK1W] +0.827 * P[NWRK2W] -1 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out = Liddell to Tomago (82) with Singleton-Kurri 132kV open, avoid O/L Port Macquarie to Herron Creek Tee (964/2) on trip of Liddell to Newcastle (81) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250614T1035,QN+RAISE_NIL,QN+RAISE_NIL|2025-03-27|1,-1 * F_VIC_to_NSW + Z_unrepresented <= RHS(t),"Out=Nil, limit Qld to NSW on QNI considering Qld Raise FCAS enablement, for loss of a NSW 750 MW unit",Other,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250626T1950,QN+RAISE_NIL,QN+RAISE_NIL|2025-03-27|1,-1 * F_VIC_to_NSW + Z_unrepresented <= RHS(t),"Out=Nil, limit Qld to NSW on QNI considering Qld Raise FCAS enablement, for loss of a NSW 750 MW unit",Other,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250626T2005,QN+RAISE_NIL,QN+RAISE_NIL|2025-03-27|1,-1 * F_VIC_to_NSW + Z_unrepresented <= RHS(t),"Out=Nil, limit Qld to NSW on QNI considering Qld Raise FCAS enablement, for loss of a NSW 750 MW unit",Other,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250626T2030,QN+RAISE_NIL,QN+RAISE_NIL|2025-03-27|1,-1 * F_VIC_to_NSW + Z_unrepresented <= RHS(t),"Out=Nil, limit Qld to NSW on QNI considering Qld Raise FCAS enablement, for loss of a NSW 750 MW unit",Other,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250722T1910,NRM_QLD1_NSW1,NRM_QLD1_NSW1|2020-09-23|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250722T1910,Q^^N_NIL_SRAR,Q^^N_NIL_SRAR|2022-09-20|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250828T1250,N>>NIL_86_85_S,N>>NIL_86_85_S|2025-07-31|1,-0.999 * F_VIC_to_NSW +0.461 * P[NMR41M] +0.959 * P[NMTZ1M] +1 * P[NSAP1S] +1 * P[NURR1N] +1 * P[NURR2N] +0.85 * P[NWRK1W] +0.85 * P[NWRK2W] -0.937 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Armidale to Tamworth (86) on trip of Uralla to Tamworth (85) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250828T1250,N>>NIL_86_8U_S,N>>NIL_86_8U_S|2025-07-31|1,-1 * F_VIC_to_NSW +0.461 * P[NMR41M] +0.96 * P[NMTZ1M] +1 * P[NSAP1S] +0.85 * P[NWRK1W] +0.85 * P[NWRK2W] -0.937 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Armidale to Tamworth (86) using 15 min rating on trip of the other Armidale to Uralla line (8U), Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250928T0715,#NSW1-QLD1_RAMP_I_F,#NSW1-QLD1_RAMP_I_F|2025-09-28|1,1 * F_VIC_to_NSW + Z_unrepresented >= RHS(t),"NSW1-QLD1 >= MIN(-280, InitialFlow + 200) (Wt=35)",Ramping,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250928T0715,F_Q++LDTW_L6,F_Q++LDTW_L6|2025-03-26|1,1 * F_VIC_to_NSW -1 * P[NSAP1S] -1 * P[NURR1N] -1 * P[NURR2N] +1 * F[N-Q-MNSP1] + Z_unrepresented >= RHS(t),"Out = Liddell to Tamworth (84) line, Qld Lower 6 sec Requirement",FCAS,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250928T0715,#R033895_018_RAMP_F,#R033895_018_RAMP_F|2025-09-27|1,-1 * F_VIC_to_NSW +1.04 * P[NSAP1S] + Z_unrepresented <= RHS(t),"Hard Ramping constraint for constraint Q^^N_88_SRAR, Effective Date: 29/06/2023, Version: 1",Voltage Stability,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250928T0715,Q^^N_AR_SVC_SRAR,Q^^N_AR_SVC_SRAR|2022-09-15|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250928T0715,F_Q++LDTW_L5,F_Q++LDTW_L5|2025-03-26|1,1 * F_VIC_to_NSW -1 * P[NSAP1S] -1 * P[NURR1N] -1 * P[NURR2N] +1 * F[N-Q-MNSP1] + Z_unrepresented >= RHS(t),"Out = Liddell to Tamworth (84) line, Qld Lower 5 min Requirement",FCAS,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20251010T1700,N>>16_8_39,N>>16_8_39|2024-11-20|1,-0.175 * F_VIC_to_NSW +0.704 * P[NAL11C] +0.715 * P[NBA21B] +0.192 * P[NBAY1] +0.192 * P[NBAY2] +0.282 * P[NBAY3] +0.282 * P[NBAY4] +0.714 * P[NBB21B] +0.371 * P[NBES1B] +0.701 * P[NBK11B] +0.701 * P[NBKB3B] +0.701 * P[NBKW1S] +0.702 * P[NBL21L] +0.724 * P[NBLW8] +0.376 * P[NBOD1B] +0.702 * P[NBSF1L] +0.702 * P[NBSF2S] +0.36 * P[NCDS1C] +0.864 * P[NCKW1C] +0.704 * P[NCLS1C] +0.865 * P[NCLW1C] +0.635 * P[NCMA3B] +0.864 * P[NCW31C] +0.353 * P[NCWF2W] +0.704 * P[NDNH1H] +0.704 * P[NDNS1D] -0.455 * P[NDT13T] -0.455 * P[NDTB1T] +0.514 * P[NFBS1J] +0.705 * P[NFNS1F] +0.178 * P[NGNE1G] +0.847 * P[NGUR1G] +0.847 * P[NGUR2G] +0.847 * P[NGUR3G] +0.699 * P[NGUT8] +0.703 * P[NHUM] -0.699 * P[NLTS3] +0.699 * P[NLTS8] +0.407 * P[NMLS1M] +0.388 * P[NMOS1M] +1 * P[NMR22T] +0.175 * P[NMR41M] +0.356 * P[NMTP1] +0.356 * P[NMTP2] +0.172 * P[NMTZ1M] +0.706 * P[NNRN1A] +0.37 * P[NONF1F] +0.467 * P[NPG11P] +0.467 * P[NPG12G] +0.634 * P[NQBB3Q] +0.634 * P[NQBC3C] +0.704 * P[NRB23R] +0.704 * P[NRBB3R] +0.704 * P[NRDP3D] +0.799 * P[NRPK1R] +0.175 * P[NSAP1S] -0.256 * P[NSHL] +0.256 * P[NSHP1] +0.374 * P[NSTB1S] +0.374 * P[NSTU1S] +0.707 * P[NURQ1U] +0.707 * P[NURQ2U] +0.707 * P[NURQ3U] +0.707 * P[NURQ4U] +0.175 * P[NURR1N] +0.175 * P[NURR2N] +0.698 * P[NUTS8] +0.709 * P[NWGG1W] +0.709 * P[NWGJ1J] +0.709 * P[NWGJ2S] +0.709 * P[NWGJ3W] +0.709 * P[NWGJ4W] +0.709 * P[NWGS1B] +0.702 * P[NWL21W] +0.379 * P[NWL82N] +0.702 * P[NWLA1W] +0.373 * P[NWLN1W] +0.379 * P[NWLS3N] +0.379 * P[NWLS4W] +0.389 * P[NWLW1S] +0.374 * P[NWOW1W] +0.172 * P[NWRK1W] +0.172 * P[NWRK2W] +0.741 * P[NYS12A] -0.169 * F[N-Q-MNSP1] +0.7 * F[VIC1-NSW1] + Z_unrepresented <= RHS(t),"Out = Avon-Marulan (16), avoid O/L Marulan to Dapto (8) on trip of Bannaby to Sydney West (39) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20251010T1700,F_Q++8C_L6,F_Q++8C_L6|2023-03-14|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20251017T1505,N>>16_8_18,N>>16_8_18|2024-11-20|1,-0.125 * F_VIC_to_NSW +0.935 * P[NAL11C] +0.864 * P[NBA21B] +0.144 * P[NBAY1] +0.144 * P[NBAY2] +0.228 * P[NBAY3] +0.228 * P[NBAY4] +0.864 * P[NBB21B] +0.307 * P[NBES1B] +0.936 * P[NBK11B] +0.936 * P[NBKB3B] +0.936 * P[NBKW1S] +0.936 * P[NBL21L] +0.919 * P[NBLW8] +0.315 * P[NBOD1B] +0.936 * P[NBSF1L] +0.936 * P[NBSF2S] +0.289 * P[NCDS1C] +0.889 * P[NCKW1C] +0.934 * P[NCLS1C] +0.965 * P[NCLW1C] +0.941 * P[NCMA3B] +0.889 * P[NCW31C] +0.941 * P[NCWF2W] +0.934 * P[NDNH1H] +0.934 * P[NDNS1D] -0.894 * P[NDT13T] -0.894 * P[NDTB1T] -0.141 * P[NEPS3] -0.141 * P[NEPS4] +0.538 * P[NFBS1J] +0.934 * P[NFNS1F] +0.129 * P[NGNE1G] +0.899 * P[NGUR1G] +0.899 * P[NGUR2G] +0.899 * P[NGUR3G] +0.939 * P[NGUT8] +0.936 * P[NHUM] -0.939 * P[NLTS3] +0.939 * P[NLTS8] +0.366 * P[NMLS1M] +0.335 * P[NMOS1M] +1 * P[NMR22T] +0.126 * P[NMR41M] +0.277 * P[NMTP1] +0.277 * P[NMTP2] +0.122 * P[NMTZ1M] +0.933 * P[NNRN1A] +0.307 * P[NONF1F] +0.463 * P[NPG11P] +0.463 * P[NPG12G] +0.941 * P[NQBB3Q] +0.941 * P[NQBC3C] +0.934 * P[NRB23R] +0.934 * P[NRBB3R] +0.934 * P[NRDP3D] +0.929 * P[NRPK1R] +0.125 * P[NSAP1S] +0.941 * P[NSHL] -0.941 * P[NSHP1] +0.311 * P[NSTB1S] +0.311 * P[NSTU1S] +0.932 * P[NURQ1U] +0.932 * P[NURQ2U] +0.932 * P[NURQ3U] +0.932 * P[NURQ4U] +0.126 * P[NURR1N] +0.126 * P[NURR2N] +0.94 * P[NUTS8] +0.931 * P[NWGG1W] +0.931 * P[NWGJ1J] +0.931 * P[NWGJ2S] +0.931 * P[NWGJ3W] +0.931 * P[NWGJ4W] +0.931 * P[NWGS1B] +0.936 * P[NWL21W] +0.319 * P[NWL82N] +0.936 * P[NWLA1W] +0.309 * P[NWLN1W] +0.319 * P[NWLS3N] +0.319 * P[NWLS4W] +0.335 * P[NWLW1S] +0.313 * P[NWOW1W] +0.123 * P[NWRK1W] +0.123 * P[NWRK2W] +0.906 * P[NYS12A] -0.119 * F[N-Q-MNSP1] +0.937 * F[VIC1-NSW1] + Z_unrepresented <= RHS(t),"Out = Avon-Marulan (16), avoid O/L Marulan to Dapto (8) on trip of Kangaroo Valley to Dapto (18) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20251017T1505,F_Q++8C_L6,F_Q++8C_L6|2023-03-14|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20251017T1505,N>>16_8_39,N>>16_8_39|2024-11-20|1,-0.175 * F_VIC_to_NSW +0.704 * P[NAL11C] +0.715 * P[NBA21B] +0.192 * P[NBAY1] +0.192 * P[NBAY2] +0.282 * P[NBAY3] +0.282 * P[NBAY4] +0.714 * P[NBB21B] +0.371 * P[NBES1B] +0.701 * P[NBK11B] +0.701 * P[NBKB3B] +0.701 * P[NBKW1S] +0.702 * P[NBL21L] +0.724 * P[NBLW8] +0.376 * P[NBOD1B] +0.702 * P[NBSF1L] +0.702 * P[NBSF2S] +0.36 * P[NCDS1C] +0.864 * P[NCKW1C] +0.704 * P[NCLS1C] +0.865 * P[NCLW1C] +0.635 * P[NCMA3B] +0.864 * P[NCW31C] +0.353 * P[NCWF2W] +0.704 * P[NDNH1H] +0.704 * P[NDNS1D] -0.455 * P[NDT13T] -0.455 * P[NDTB1T] +0.514 * P[NFBS1J] +0.705 * P[NFNS1F] +0.178 * P[NGNE1G] +0.847 * P[NGUR1G] +0.847 * P[NGUR2G] +0.847 * P[NGUR3G] +0.699 * P[NGUT8] +0.703 * P[NHUM] -0.699 * P[NLTS3] +0.699 * P[NLTS8] +0.407 * P[NMLS1M] +0.388 * P[NMOS1M] +1 * P[NMR22T] +0.175 * P[NMR41M] +0.356 * P[NMTP1] +0.356 * P[NMTP2] +0.172 * P[NMTZ1M] +0.706 * P[NNRN1A] +0.37 * P[NONF1F] +0.467 * P[NPG11P] +0.467 * P[NPG12G] +0.634 * P[NQBB3Q] +0.634 * P[NQBC3C] +0.704 * P[NRB23R] +0.704 * P[NRBB3R] +0.704 * P[NRDP3D] +0.799 * P[NRPK1R] +0.175 * P[NSAP1S] -0.256 * P[NSHL] +0.256 * P[NSHP1] +0.374 * P[NSTB1S] +0.374 * P[NSTU1S] +0.707 * P[NURQ1U] +0.707 * P[NURQ2U] +0.707 * P[NURQ3U] +0.707 * P[NURQ4U] +0.175 * P[NURR1N] +0.175 * P[NURR2N] +0.698 * P[NUTS8] +0.709 * P[NWGG1W] +0.709 * P[NWGJ1J] +0.709 * P[NWGJ2S] +0.709 * P[NWGJ3W] +0.709 * P[NWGJ4W] +0.709 * P[NWGS1B] +0.702 * P[NWL21W] +0.379 * P[NWL82N] +0.702 * P[NWLA1W] +0.373 * P[NWLN1W] +0.379 * P[NWLS3N] +0.379 * P[NWLS4W] +0.389 * P[NWLW1S] +0.374 * P[NWOW1W] +0.172 * P[NWRK1W] +0.172 * P[NWRK2W] +0.741 * P[NYS12A] -0.169 * F[N-Q-MNSP1] +0.7 * F[VIC1-NSW1] + Z_unrepresented <= RHS(t),"Out = Avon-Marulan (16), avoid O/L Marulan to Dapto (8) on trip of Bannaby to Sydney West (39) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20251027T1655,Q^^N_NIL_SRAR,Q^^N_NIL_SRAR|2022-09-20|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
