CONSTRAINTID,version_key,direction,EFFECTIVEDATE,VERSIONNO,ic_factor,LIMITTYPE,DESCRIPTION,applicable_intervals,binding_intervals,near_binding_intervals,near_setting_intervals,leading_intervals,mean_abs_marginal_value,min_ic_slack_mw,median_ic_slack_mw,constraint_sets,invoked_sets
#R031654_008_RAMP_F,#R031654_008_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Hard Ramping constraint for constraint N^^Q_ARTW_B2, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,53.284329999999954,270.0,#R031654_RAMP,#R031654_RAMP
#R031654_008_RAMP_V,#R031654_008_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Soft Ramping constraint for constraint N^^Q_ARTW_B2, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,52.46515999999997,270.0,#R031654_RAMP,#R031654_RAMP
#R031654_009_RAMP_F,#R031654_009_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Hard Ramping constraint for constraint N^^Q_ARTW_B3, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,53.39877000000001,270.0,#R031654_RAMP,#R031654_RAMP
#R031654_009_RAMP_V,#R031654_009_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Soft Ramping constraint for constraint N^^Q_ARTW_B3, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,52.56815999999992,270.0,#R031654_RAMP,#R031654_RAMP
#R031654_010_RAMP_F,#R031654_010_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Hard Ramping constraint for constraint N^^Q_ARTW_B4, Effective Date: 27/04/2023, Version: 1",13,0,1,0,0,0.0,47.884270000000015,250.0,#R031654_RAMP,#R031654_RAMP
#R031654_010_RAMP_V,#R031654_010_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Soft Ramping constraint for constraint N^^Q_ARTW_B4, Effective Date: 27/04/2023, Version: 1",13,0,1,0,0,0.0,45.60510999999997,250.0,#R031654_RAMP,#R031654_RAMP
#R031654_011_RAMP_F,#R031654_011_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Hard Ramping constraint for constraint N^^Q_ARTW_B5, Effective Date: 27/04/2023, Version: 1",13,0,1,0,0,0.0,47.03009999999995,238.0,#R031654_RAMP,#R031654_RAMP
#R031654_011_RAMP_V,#R031654_011_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Soft Ramping constraint for constraint N^^Q_ARTW_B5, Effective Date: 27/04/2023, Version: 1",13,0,1,0,0,0.0,43.63635999999997,238.0,#R031654_RAMP,#R031654_RAMP
#R031654_012_RAMP_F,#R031654_012_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Hard Ramping constraint for constraint N^^Q_ARTW_B6, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,50.196789999999964,243.0,#R031654_RAMP,#R031654_RAMP
#R031654_012_RAMP_V,#R031654_012_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Soft Ramping constraint for constraint N^^Q_ARTW_B6, Effective Date: 27/04/2023, Version: 1",13,0,1,0,0,0.0,46.98637999999994,243.0,#R031654_RAMP,#R031654_RAMP
#R031654_022_RAMP_F,#R031654_022_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-1.0,Voltage Stability,"Hard Ramping constraint for constraint Q^^N_ARTW_SRAR, Effective Date: 15/09/2022, Version: 1",13,0,0,0,0,0.0,1149.1813,1166.31514,#R031654_RAMP,#R031654_RAMP
#R031654_022_RAMP_V,#R031654_022_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-1.0,Voltage Stability,"Soft Ramping constraint for constraint Q^^N_ARTW_SRAR, Effective Date: 15/09/2022, Version: 1",13,0,0,0,0,0.0,1149.1813,1166.31514,#R031654_RAMP,#R031654_RAMP
#R031657_001_RAMP_F,#R031657_001_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Hard Ramping constraint for constraint N::Q_DM_SVC_TNT, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,584.6723099999999,788.17917,#R031657_RAMP,#R031657_RAMP
#R031657_001_RAMP_V,#R031657_001_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Soft Ramping constraint for constraint N::Q_DM_SVC_TNT, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,584.6723099999999,788.17917,#R031657_RAMP,#R031657_RAMP
#R031657_002_RAMP_F,#R031657_002_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Hard Ramping constraint for constraint N::Q_DM_TW_SVC_KC, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,241.49369000000002,446.8777100000001,#R031657_RAMP,#R031657_RAMP
#R031657_002_RAMP_V,#R031657_002_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Soft Ramping constraint for constraint N::Q_DM_TW_SVC_KC, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,241.49369000000002,446.8777100000001,#R031657_RAMP,#R031657_RAMP
#R031657_003_RAMP_F,#R031657_003_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Hard Ramping constraint for constraint N::Q_DM_TW_SVC_LDMU, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,614.00236,817.39927,#R031657_RAMP,#R031657_RAMP
#R031657_003_RAMP_V,#R031657_003_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Soft Ramping constraint for constraint N::Q_DM_TW_SVC_LDMU, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,614.00236,817.39927,#R031657_RAMP,#R031657_RAMP
#R031657_004_RAMP_F,#R031657_004_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Hard Ramping constraint for constraint N::Q_DM_TW_SVC_LDTW, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,647.44506,850.8306100000001,#R031657_RAMP,#R031657_RAMP
#R031657_004_RAMP_V,#R031657_004_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Soft Ramping constraint for constraint N::Q_DM_TW_SVC_LDTW, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,647.44506,850.8306100000001,#R031657_RAMP,#R031657_RAMP
#R031657_005_RAMP_F,#R031657_005_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Hard Ramping constraint for constraint N^^Q_DM_TW_SVC_A, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,138.14954,345.53477,#R031657_RAMP,#R031657_RAMP
#R031657_005_RAMP_V,#R031657_005_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Soft Ramping constraint for constraint N^^Q_DM_TW_SVC_A, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,138.14954,345.53477,#R031657_RAMP,#R031657_RAMP
#R031657_006_RAMP_F,#R031657_006_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Hard Ramping constraint for constraint N^^Q_DM_TW_SVC_B, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,456.10346000000004,636.18729,#R031657_RAMP,#R031657_RAMP
#R031657_006_RAMP_V,#R031657_006_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Soft Ramping constraint for constraint N^^Q_DM_TW_SVC_B, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,456.10346000000004,636.18729,#R031657_RAMP,#R031657_RAMP
#R031657_007_RAMP_F,#R031657_007_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Hard Ramping constraint for constraint N^^Q_DM_TW_SVC_B1, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,132.10346000000004,312.18728999999996,#R031657_RAMP,#R031657_RAMP
#R031657_007_RAMP_V,#R031657_007_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Soft Ramping constraint for constraint N^^Q_DM_TW_SVC_B1, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,132.10346000000004,312.18728999999996,#R031657_RAMP,#R031657_RAMP
#R031657_008_RAMP_F,#R031657_008_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Hard Ramping constraint for constraint N^^Q_DM_TW_SVC_B2, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,375.10346000000004,555.18729,#R031657_RAMP,#R031657_RAMP
#R031657_008_RAMP_V,#R031657_008_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Soft Ramping constraint for constraint N^^Q_DM_TW_SVC_B2, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,375.10346000000004,555.18729,#R031657_RAMP,#R031657_RAMP
#R031657_009_RAMP_F,#R031657_009_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Hard Ramping constraint for constraint N^^Q_DM_TW_SVC_B3, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,375.10346000000004,555.18729,#R031657_RAMP,#R031657_RAMP
#R031657_009_RAMP_V,#R031657_009_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Soft Ramping constraint for constraint N^^Q_DM_TW_SVC_B3, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,375.10346000000004,555.18729,#R031657_RAMP,#R031657_RAMP
#R031657_010_RAMP_F,#R031657_010_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Hard Ramping constraint for constraint N^^Q_DM_TW_SVC_B4, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,317.10346000000004,497.18728999999996,#R031657_RAMP,#R031657_RAMP
#R031657_010_RAMP_V,#R031657_010_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Soft Ramping constraint for constraint N^^Q_DM_TW_SVC_B4, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,317.10346000000004,497.18728999999996,#R031657_RAMP,#R031657_RAMP
#R031657_011_RAMP_F,#R031657_011_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Hard Ramping constraint for constraint N^^Q_DM_TW_SVC_B5, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,316.30346,496.38728999999995,#R031657_RAMP,#R031657_RAMP
#R031657_011_RAMP_V,#R031657_011_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Soft Ramping constraint for constraint N^^Q_DM_TW_SVC_B5, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,316.30346,496.38728999999995,#R031657_RAMP,#R031657_RAMP
#R031657_012_RAMP_F,#R031657_012_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Hard Ramping constraint for constraint N^^Q_DM_TW_SVC_B6, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,320.80346,500.88728999999995,#R031657_RAMP,#R031657_RAMP
#R031657_012_RAMP_V,#R031657_012_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Voltage Stability,"Soft Ramping constraint for constraint N^^Q_DM_TW_SVC_B6, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,320.80346,500.88728999999995,#R031657_RAMP,#R031657_RAMP
#R031657_013_RAMP_F,#R031657_013_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-1.0,Voltage Stability,"Hard Ramping constraint for constraint Q^^N_DM_SVC_SRAR, Effective Date: 13/12/2022, Version: 1",13,0,0,0,0,0.0,1084.1813,1101.31514,#R031657_RAMP,#R031657_RAMP
#R031657_013_RAMP_V,#R031657_013_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-1.0,Voltage Stability,"Soft Ramping constraint for constraint Q^^N_DM_SVC_SRAR, Effective Date: 13/12/2022, Version: 1",13,0,0,0,0,0.0,1084.1813,1101.31514,#R031657_RAMP,#R031657_RAMP
#R031658_004_RAMP_F,#R031658_004_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.08382,Transient Stability,"Hard Ramping constraint for constraint N::V_KVCW_MSDD, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,15312.29539489382,22780.014912908613,#R031658_RAMP,#R031658_RAMP
#R031658_004_RAMP_V,#R031658_004_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.08382,Transient Stability,"Soft Ramping constraint for constraint N::V_KVCW_MSDD, Effective Date: 12/01/2021, Version: 1",13,0,0,0,0,0.0,15312.29539489382,22780.014912908613,#R031658_RAMP,#R031658_RAMP
#R031658_008_RAMP_F,#R031658_008_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.124,Thermal,"Hard Ramping constraint for constraint N>>3W_16_8, Effective Date: 23/12/2024, Version: 1",13,0,0,0,0,0.0,7221.8861290322575,7768.251693548388,#R031658_RAMP,#R031658_RAMP
#R031658_008_RAMP_V,#R031658_008_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.124,Thermal,"Soft Ramping constraint for constraint N>>3W_16_8, Effective Date: 23/12/2024, Version: 1",13,0,0,0,0,0.0,7221.8861290322575,7768.251693548388,#R031658_RAMP,#R031658_RAMP
#R031658_009_RAMP_F,#R031658_009_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.282,Thermal,"Hard Ramping constraint for constraint N>>3W_39_8, Effective Date: 23/12/2024, Version: 1",13,0,0,0,0,0.0,4845.291737588654,5042.287553191492,#R031658_RAMP,#R031658_RAMP
#R031658_009_RAMP_V,#R031658_009_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.282,Thermal,"Soft Ramping constraint for constraint N>>3W_39_8, Effective Date: 23/12/2024, Version: 1",13,0,0,0,0,0.0,4845.291737588654,5042.287553191492,#R031658_RAMP,#R031658_RAMP
#R031658_022_RAMP_F,#R031658_022_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.272,Thermal,"Hard Ramping constraint for constraint N>>3W_70_71, Effective Date: 23/12/2024, Version: 1",13,0,0,0,0,0.0,8112.892205882352,8309.088088235292,#R031658_RAMP,#R031658_RAMP
#R031658_022_RAMP_V,#R031658_022_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.272,Thermal,"Soft Ramping constraint for constraint N>>3W_70_71, Effective Date: 23/12/2024, Version: 1",13,0,0,0,0,0.0,8112.892205882352,8309.088088235292,#R031658_RAMP,#R031658_RAMP
#R031658_024_RAMP_F,#R031658_024_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.125,Thermal,"Hard Ramping constraint for constraint N>>3W_8_16, Effective Date: 23/12/2024, Version: 1",13,0,0,0,0,0.0,6843.85512,7386.4264,#R031658_RAMP,#R031658_RAMP
#R031658_024_RAMP_V,#R031658_024_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.125,Thermal,"Soft Ramping constraint for constraint N>>3W_8_16, Effective Date: 23/12/2024, Version: 1",13,0,0,0,0,0.0,6843.85512,7386.4264,#R031658_RAMP,#R031658_RAMP
#R031659_002_RAMP_F,#R031659_002_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Hard Ramping constraint for constraint N::Q_LDNC_LDMU, Effective Date: 13/10/2022, Version: 1",13,0,0,0,0,0.0,934.8033800000001,1216.08643,#R031659_RAMP,#R031659_RAMP
#R031659_002_RAMP_V,#R031659_002_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Soft Ramping constraint for constraint N::Q_LDNC_LDMU, Effective Date: 13/10/2022, Version: 1",13,0,0,0,0,0.0,934.8033800000001,1216.08643,#R031659_RAMP,#R031659_RAMP
#R031659_003_RAMP_F,#R031659_003_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Hard Ramping constraint for constraint N::Q_LDNC_LDTW, Effective Date: 13/10/2022, Version: 1",13,0,0,0,0,0.0,866.06508,1147.01953,#R031659_RAMP,#R031659_RAMP
#R031659_003_RAMP_V,#R031659_003_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Soft Ramping constraint for constraint N::Q_LDNC_LDTW, Effective Date: 13/10/2022, Version: 1",13,0,0,0,0,0.0,866.06508,1147.01953,#R031659_RAMP,#R031659_RAMP
#R031659_004_RAMP_F,#R031659_004_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Hard Ramping constraint for constraint N::Q_LDNC_TNT, Effective Date: 13/10/2022, Version: 1",13,0,0,0,0,0.0,963.5428100000001,1246.70756,#R031659_RAMP,#R031659_RAMP
#R031659_004_RAMP_V,#R031659_004_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Soft Ramping constraint for constraint N::Q_LDNC_TNT, Effective Date: 13/10/2022, Version: 1",13,0,0,0,0,0.0,963.5428100000001,1246.70756,#R031659_RAMP,#R031659_RAMP
#R031659_005_RAMP_F,#R031659_005_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.932,Thermal,"Hard Ramping constraint for constraint N>>81_31_82, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3451.818776824034,3576.752006437768,#R031659_RAMP,#R031659_RAMP
#R031659_005_RAMP_V,#R031659_005_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.932,Thermal,"Soft Ramping constraint for constraint N>>81_31_82, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3451.818776824034,3576.752006437768,#R031659_RAMP,#R031659_RAMP
#R031659_006_RAMP_F,#R031659_006_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.932,Thermal,"Hard Ramping constraint for constraint N>>81_32_82, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,2818.5783154506435,2943.511545064377,#R031659_RAMP,#R031659_RAMP
#R031659_006_RAMP_V,#R031659_006_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.932,Thermal,"Soft Ramping constraint for constraint N>>81_32_82, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,2818.5783154506435,2943.511545064377,#R031659_RAMP,#R031659_RAMP
#R031659_007_RAMP_F,#R031659_007_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.317,Thermal,"Hard Ramping constraint for constraint N>>81_70_71, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,6558.418012618296,6749.007350157728,#R031659_RAMP,#R031659_RAMP
#R031659_007_RAMP_V,#R031659_007_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.317,Thermal,"Soft Ramping constraint for constraint N>>81_70_71, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,6558.418012618296,6749.007350157728,#R031659_RAMP,#R031659_RAMP
#R031659_008_RAMP_F,#R031659_008_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.928,Thermal,"Hard Ramping constraint for constraint N>>81_82_31, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3039.3396336206893,3208.8816379310338,#R031659_RAMP,#R031659_RAMP
#R031659_008_RAMP_V,#R031659_008_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.928,Thermal,"Soft Ramping constraint for constraint N>>81_82_31, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3039.3396336206893,3208.8816379310338,#R031659_RAMP,#R031659_RAMP
#R031659_009_RAMP_F,#R031659_009_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.928,Thermal,"Hard Ramping constraint for constraint N>>81_82_32, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3054.178060344828,3223.720064655173,#R031659_RAMP,#R031659_RAMP
#R031659_009_RAMP_V,#R031659_009_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.928,Thermal,"Soft Ramping constraint for constraint N>>81_82_32, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3054.178060344828,3223.720064655173,#R031659_RAMP,#R031659_RAMP
#R031659_010_RAMP_F,#R031659_010_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.928,Thermal,"Hard Ramping constraint for constraint N>>81_82_38, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3155.0111853448275,3324.553189655172,#R031659_RAMP,#R031659_RAMP
#R031659_010_RAMP_V,#R031659_010_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.928,Thermal,"Soft Ramping constraint for constraint N>>81_82_38, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3155.0111853448275,3324.553189655172,#R031659_RAMP,#R031659_RAMP
#R031659_011_RAMP_F,#R031659_011_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.926,Thermal,"Hard Ramping constraint for constraint N>>81_82_5A3, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3997.036879049675,4181.320939524838,#R031659_RAMP,#R031659_RAMP
#R031659_011_RAMP_V,#R031659_011_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.926,Thermal,"Soft Ramping constraint for constraint N>>81_82_5A3, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3997.036879049675,4181.320939524838,#R031659_RAMP,#R031659_RAMP
#R031659_012_RAMP_F,#R031659_012_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.926,Thermal,"Hard Ramping constraint for constraint N>>81_82_5A4, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3976.8710907127424,4149.521641468683,#R031659_RAMP,#R031659_RAMP
#R031659_012_RAMP_V,#R031659_012_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.926,Thermal,"Soft Ramping constraint for constraint N>>81_82_5A4, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3976.8710907127424,4149.521641468683,#R031659_RAMP,#R031659_RAMP
#R031659_013_RAMP_F,#R031659_013_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.926,Thermal,"Hard Ramping constraint for constraint N>>81_82_77, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,4141.477667386609,4333.164460043196,#R031659_RAMP,#R031659_RAMP
#R031659_013_RAMP_V,#R031659_013_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.926,Thermal,"Soft Ramping constraint for constraint N>>81_82_77, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,4141.477667386609,4333.164460043196,#R031659_RAMP,#R031659_RAMP
#R031659_014_RAMP_F,#R031659_014_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.926,Thermal,"Hard Ramping constraint for constraint N>>81_82_NIL, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3439.4853563714896,3629.6012311015115,#R031659_RAMP,#R031659_RAMP
#R031659_014_RAMP_V,#R031659_014_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.926,Thermal,"Soft Ramping constraint for constraint N>>81_82_NIL, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,3439.4853563714896,3629.6012311015115,#R031659_RAMP,#R031659_RAMP
#R031659_015_RAMP_F,#R031659_015_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.701,Thermal,"Hard Ramping constraint for constraint N>>81_964_82, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,14514.077432239657,14655.932211126961,#R031659_RAMP,#R031659_RAMP
#R031659_015_RAMP_V,#R031659_015_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.701,Thermal,"Soft Ramping constraint for constraint N>>81_964_82, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,14514.077432239657,14655.932211126961,#R031659_RAMP,#R031659_RAMP
#R031659_016_RAMP_F,#R031659_016_RAMP_F|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.754,Thermal,"Hard Ramping constraint for constraint N>>81_964_84, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,13740.830649867372,13868.718381962863,#R031659_RAMP,#R031659_RAMP
#R031659_016_RAMP_V,#R031659_016_RAMP_V|2025-01-07 00:00:00|1,lower,2025-01-07,1,-0.754,Thermal,"Soft Ramping constraint for constraint N>>81_964_84, Effective Date: 30/10/2024, Version: 1",13,0,0,0,0,0.0,13740.830649867372,13868.718381962863,#R031659_RAMP,#R031659_RAMP
#R031661_001_RAMP_F,#R031661_001_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Hard Ramping constraint for constraint N::Q_DM_TW_SVC_KC, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,241.49369000000002,446.8777100000001,#R031661_RAMP,#R031661_RAMP
#R031661_001_RAMP_V,#R031661_001_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Soft Ramping constraint for constraint N::Q_DM_TW_SVC_KC, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,241.49369000000002,446.8777100000001,#R031661_RAMP,#R031661_RAMP
#R031661_002_RAMP_F,#R031661_002_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Hard Ramping constraint for constraint N::Q_DM_TW_SVC_LDMU, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,614.00236,817.39927,#R031661_RAMP,#R031661_RAMP
#R031661_002_RAMP_V,#R031661_002_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Soft Ramping constraint for constraint N::Q_DM_TW_SVC_LDMU, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,614.00236,817.39927,#R031661_RAMP,#R031661_RAMP
#R031661_003_RAMP_F,#R031661_003_RAMP_F|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Hard Ramping constraint for constraint N::Q_DM_TW_SVC_LDTW, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,647.44506,850.8306100000001,#R031661_RAMP,#R031661_RAMP
#R031661_003_RAMP_V,#R031661_003_RAMP_V|2025-01-07 00:00:00|1,upper,2025-01-07,1,1.0,Transient Stability,"Soft Ramping constraint for constraint N::Q_DM_TW_SVC_LDTW, Effective Date: 27/04/2023, Version: 1",13,0,0,0,0,0.0,647.44506,850.8306100000001,#R031661_RAMP,#R031661_RAMP
